key,name,smiles,mpC,csid,link,source,count,min,max,range
15840,Hexafluorobenzene,Fc1c(F)c(F)c(F)c(F)c1F,3.9,13836549,http://msds.chem.ox.ac.uk/,academic website,3,3.9,5.3,1.4
15004,1-Chloro-2-(trifluoromethyl)benzene,FC(F)(F)c1ccccc1Cl,-7.4,6655,http://msds.chem.ox.ac.uk/,academic website,3,-7.4,-6,1.4
15804,Ethyl formate,O=COCC,-81,7734,http://msds.chem.ox.ac.uk/,academic website,4,-81,-79.6,1.4
28118,fluoromethane,CF,-143.3,11148,http://www.hbcpnetbase.com/,CRC Handbook,3,-143.3,-141.8,1.5
8984,proglumide,CCCN(CCC)C(=O)C(CCC(O)=O)NC(=O)c1ccccc1,142,4753,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1430,2,142,143.5,1.5
6638,chlorotriphenylmethane,c1ccc(cc1)C(c2ccccc2)(c3ccccc3)Cl,112,6214,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11799,Alfa Aesar,2,112,113.5,1.5
15526,5-Oxo-L-proline,O=C(O)[C@@H]1CCC(=O)N1,161.5,7127,http://msds.chem.ox.ac.uk/,academic website,2,160,161.5,1.5
7383,isopropyl palmitate,CCCCCCCCCCCCCCCC(=O)OC(C)C,12,8567,http://www.alfa.com/en/GP100W.pgm?DSSTK=L04276,Alfa Aesar,2,12,13.5,1.5
15564,Acenaphthylene,c1cc2cccc3C=Cc(c1)c23,91,8807,http://msds.chem.ox.ac.uk/,academic website,2,91,92.5,1.5
14320,"2,2'-dimethylbiphenyl",Cc2ccccc2c1ccccc1C,18,11304,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,2,18,19.5,1.5
4118,3-methylquinoline,Cc1cc2ccccc2nc1,15,11432,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13109,Alfa Aesar,2,15,16.5,1.5
4418,"4,4'-dihydroxydiphenylmethane",c1cc(ccc1Cc2ccc(cc2)O)O,161,11614,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11417,Alfa Aesar,2,161,162.5,1.5
3994,3-hydroxy-4-methoxybenzoic acid,COc1ccc(cc1O)C(=O)O,253,12055,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13709,Alfa Aesar,2,251.5,253,1.5
6183,6-nitropiperonal,c1c(c(cc2c1OCO2)[N+](=O)[O-])C=O,95,12310,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14039,Alfa Aesar,2,93.5,95,1.5
8139,N-phenylmaleimide,c1ccc(cc1)N2C(=O)C=CC2=O,89,13073,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14616,Alfa Aesar,2,89,90.5,1.5
15955,"N,N-Dimethyl-2,2-diphenylacetamide",O=C(C(c1ccccc1)c2ccccc2)N(C)C,133.5,13133,http://msds.chem.ox.ac.uk/,academic website,2,133.5,135,1.5
6905,dimethyl isophthalate,COC(=O)c1cccc(c1)C(=O)OC,69,14360,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23779,Alfa Aesar,2,67.5,69,1.5
7470,"methyl 2,4-dihydroxybenzoate",COC(=O)c1ccc(cc1O)O,118,15663,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24757,Alfa Aesar,2,118,119.5,1.5
8602,tribenzylamine,c1ccc(cc1)CN(Cc2ccccc2)Cc3ccccc3,93,22739,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23797,Alfa Aesar,2,91.5,93,1.5
8182,octamethylcyclotetrasilazane,C[Si]1(N[Si](N[Si](N[Si](N1)(C)C)(C)C)(C)C)C,96,59489,http://www.alfa.com/en/GP100W.pgm?DSSTK=L16563,Alfa Aesar,2,96,97.5,1.5
14337,"1,4-dimethoxy-2-nitrobenzene",COc1ccc(cc1[N+]([O-])=O)OC,71,60006,http://de.wikipedia.org/wiki/Beilsteins_Handbuch_der_Organischen_Chemie,Beilstein F. K.; Beilsteins Handbuch der Organischen Chemie. Springer; Berlin; 1972.,2,71,72.5,1.5
1469,"2,4-dichlorobenzoyl chloride",c1cc(c(cc1Cl)Cl)C(=O)Cl,18,60012,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20815,Alfa Aesar,2,16.5,18,1.5
2851,2-methoxyphenyl benzoate,COc1ccccc1OC(=O)c2ccccc2,59,61569,http://www.alfa.com/en/GP100W.pgm?DSSTK=L08544,Alfa Aesar,2,57.5,59,1.5
12826,Opianyl,O=C1OCc2ccc(OC)c(OC)c21,101,61717,http://dx.doi.org/10.1021/ci0500132,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-4408,2,101,102.5,1.5
1966,2-amino-4-methylthiazole,Cc1csc(n1)N,44,66754,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14847,Alfa Aesar,2,44,45.5,1.5
1870,2-acetyl-5-methylthiophene,Cc1ccc(s1)C(=O)C,26,75479,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11282,Alfa Aesar,2,26,27.5,1.5
15313,"2-Nitrobenzene-1,4-diamine",O=[N+]([O-])c1cc(N)ccc1N,138.5,3542441,http://msds.chem.ox.ac.uk/,academic website,2,138.5,140,1.5
4448,"4',5,7-trihydroxyisoflavone",c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)O,300,4444448,http://www.alfa.com/en/GP100W.pgm?DSSTK=L14171,Alfa Aesar,2,300,301.5,1.5
8996,tolazamide,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,170,5302,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1442,3,170,171.5,1.5
7328,indole-3-butyric acid,c1ccc2c(c1)c(c[nH]2)CCCC(=O)O,123,8298,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15260,Alfa Aesar,3,123,124.5,1.5
8908,thozalinone,CN(C)C1=NC(=O)C(O1)c2ccccc2,133,12082,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1354,3,133,134.5,1.5
15171,"2,4-Dimethoxyaniline",Nc1ccc(cc1OC)OC,33.5,16685,http://msds.chem.ox.ac.uk/,academic website,3,33.5,35,1.5
8824,flupirtine,CCOC(=O)Nc2ccc(NCc1ccc(F)cc1)nc2N,114,48119,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1270,3,114,115.5,1.5
27869,boc-glycine,O=C(OC(C)(C)C)NCC(=O)O,88.5,70660,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11579&rnd=267109864,Alfa Aesar,3,87.5,89,1.5
13587,"trans-1,4-dichloro-2-butene",ClCC=CCCl,2,557415,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,2,3.5,1.5
6703,cyclohexanecarboxylic acid,C1CCC(CC1)C(=O)O,31,7135,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14693,Alfa Aesar,4,30,31.5,1.5
16166,Trichloroacetic acid,ClC(Cl)(Cl)C(=O)O,57,10772050,http://msds.chem.ox.ac.uk/,academic website,4,56,57.5,1.5
2790,2-mercapto-1-methylimidazole,Cn1ccnc1S,146,1131173,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13094,Alfa Aesar,8,145.5,147,1.5
8786,carbamazepine,NC(=O)N2c1ccccc1C=Cc3ccccc23,190,2457,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1232,9,190,191.5,1.5
15559,9-Methyl-9H-carbazole,Cn3c1ccccc1c2ccccc23,91,14413,http://msds.chem.ox.ac.uk/,academic website,2,89.34,91,1.66
749,"1,12-dodecanediol",C(CCCCCCO)CCCCCO,83,72056,http://www.alfa.com/en/GP100W.pgm?DSSTK=B22885,Alfa Aesar,2,81.3,83,1.7
16132,tert-Butylbenzene,CC(C)(C)c1ccccc1,-59.5,7088,http://msds.chem.ox.ac.uk/,academic website,4,-59.5,-57.8,1.7
6731,cyclopentanone oxime,C1CCC(=NO)C1,56,13844,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24961,Alfa Aesar,2,56,57.8,1.8
14199,2-chloro-6-nitrotoluene,Cc1c(cccc1Cl)[N+]([O-])=O,36,6484,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,36,37.8,1.8
922,(1R)-camphor,C[C@@]12CC[C@@H](C1(C)C)CC2=O,178,139902,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10708,Alfa Aesar,2,178,179.8,1.8
7004,D-pantolactone,CC1(COC(=O)C1O)C,90,964,http://www.alfa.com/en/GP100W.pgm?DSSTK=L15983,Alfa Aesar,2,90,92,2
15393,3-Nitropropanoic acid,[O-][N+](=O)CCC(=O)O,64,1615,http://msds.chem.ox.ac.uk/,academic website,2,62,64,2
8976,penbutolol,CC(C)(C)NCC(O)COc1ccccc1C2CCCC2,68,4562,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1422,2,68,70,2
2319,"2-chloro-4,6-bis(ethylamino)-1,3,5-triazine",CCNc1nc(nc(n1)Cl)NCC,228,5027,http://www.alfa.com/en/GP100W.pgm?DSSTK=L03947,Alfa Aesar,2,226,228,2
5642,"5,5-dimethylhydantoin",CC1(C(=O)NC(=O)N1)C,176,6246,http://www.alfa.com/en/GP100W.pgm?DSSTK=L03388,Alfa Aesar,2,176,178,2
3855,3-chloropropionic acid,C(CCl)C(=O)O,39,7611,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21744,Alfa Aesar,2,39,41,2
6445,benzo[h]quinoline,c1ccc2c(c1)ccc3c2nccc3,50,8836,http://www.alfa.com/en/GP100W.pgm?DSSTK=A17794,Alfa Aesar,2,50,52,2
3935,3-fluoro-4-methylaniline,Cc1ccc(cc1F)N,33,9563,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14484,Alfa Aesar,2,31,33,2
5422,4-methylvaleric acid,CC(C)CCC(=O)O,-35,12067,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15405,Alfa Aesar,2,-35,-33,2
8905,taurolidine,O=S1(=O)CCN(CN1)CN2CCS(=O)(=O)NC2,154,27486,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1351,2,154,156,2
8026,N-chlorosuccinimide,C1CC(=O)N(C1=O)Cl,148,29129,http://www.alfa.com/en/GP100W.pgm?DSSTK=A10310,Alfa Aesar,2,148,150,2
319,"1-bromo-2,3-dichlorobenzene",c1cc(c(c(c1)Br)Cl)Cl,58,38364,http://www.alfa.com/en/GP100W.pgm?DSSTK=B21904,Alfa Aesar,2,58,60,2
593,"1,3-dibenzoyloxybenzene",c1ccc(cc1)C(=O)Oc2cccc(c2)OC(=O)c3ccccc3,118,60108,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11983,Alfa Aesar,2,116,118,2
14378,p-bromobenzyl alcohol,OCc1ccc(Br)cc1,76,63307,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,2,76,78,2
12802,"5,6-Dichlor-2-benzofuran-1,3-dion",Clc1cc2c(cc1Cl)C(=O)OC2=O,186,63515,http://dx.doi.org/10.1021/ci0500132,Karthikeyan M.; Glen R.C.; Bender A. General melting point prediction based on a diverse compound dataset and artificial neural networks. J. Chem. Inf. Model.; 2005; 45(3); 581-4384,2,186,188,2
5060,4'-ethoxyacetophenone,CCOc1ccc(cc1)C(=O)C,37,65704,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11031,Alfa Aesar,2,37,39,2
193,1-fluoro-2-nitrobenzene,c1ccc(c(c1)[N+](=O)[O-])F,-8,66528,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13852,Alfa Aesar,2,-8,-6,2
347,1-benzylimidazole,c1ccc(cc1)Cn2ccnc2,71,70309,http://www.alfa.com/en/GP100W.pgm?DSSTK=L00802,Alfa Aesar,2,69,71,2
8531,thiophene-2-sulfonyl chloride,c1cc(sc1)S(=O)(=O)Cl,30,77127,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15553,Alfa Aesar,2,28,30,2
24633,"2,2,4-trimethyl-3-pentanol",CC(C)C(O)C(C)(C)C,-13,96641,http://www.srcinc.com/what-we-do/product.aspx?id=133,PHYSPROP,2,-13,-11,2
200,"1-ethylpiperazine-2,3-dione",CCN1CCNC(=O)C1=O,110,97850,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18248,Alfa Aesar,2,108,110,2
680,"1,2-dibenzoylethane",c1ccc(cc1)C(=O)CCC(=O)c2ccccc2,146,120096,http://www.alfa.com/en/GP100W.pgm?DSSTK=L08652,Alfa Aesar,2,144,146,2
6748,D-biotin,C1[C@H]2[C@@H]([C@@H](S1)CCCCC(=O)O)NC(=O)N2,230,149962,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14207,Alfa Aesar,2,230,232,2
4028,3-iodobenzaldehyde,c1cc(cc(c1)I)C=O,56,221355,http://www.alfa.com/en/GP100W.pgm?DSSTK=L17447,Alfa Aesar,2,56,58,2
15154,"2,4,5,6-Tetrafluoroisophthalonitrile",Fc1c(C#N)c(F)c(C#N)c(F)c1F,79,528656,http://msds.chem.ox.ac.uk/,academic website,2,77,79,2
14987,1-[(E)-Phenyldiazenyl]-2-naphthol,Oc3ccc1ccccc1c3/N=N/c2ccccc2,132,10296256,http://msds.chem.ox.ac.uk/,academic website,2,132,134,2
438,"1,5-pentanediol",C(CCO)CCO,-16,13839441,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13998,Alfa Aesar,2,-18,-16,2
1110,"2,2'-bipyridine",c1ccnc(c1)c2ccccn2,70,13867714,http://www.alfa.com/en/GP100W.pgm?DSSTK=30569,Alfa Aesar,2,70,72,2
2262,"2-chloro-1,3-dinitrobenzene",c1cc(c(c(c1)[N+](=O)[O-])Cl)[N+](=O)[O-],86,21242790,http://www.alfa.com/en/GP100W.pgm?DSSTK=L04593,Alfa Aesar,2,86,88,2
14403,"3,5-dichlorobenzoic_acid",Clc1cc(cc(Cl)c1)C(=O)O,186,5606,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,186,188,2
8882,piperidione,CCC1(CC)C(=O)CCNC1=O,102,6222,http://dx.doi.org/10.1021/ci020280x,Bergstrom C. A. S.; Norinder U.; Luthman K.; Artursson P. Molecular Descriptors Influencing Melting Point and Their Role in Classification of Solid Drugs. J. Chem. Inf. Comput. Sci.; (Article); 2003; 43(4); 1177-1328,3,102,104,2
2842,2-methoxybiphenyl,COc1ccccc1c2ccccc2,30,6574,http://www.alfa.com/en/GP100W.pgm?DSSTK=L01063,Alfa Aesar,3,29,31,2
13793,m-aminobenzoic_acid,OC(=O)c1cc(N)ccc1,173,7141,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,173,175,2
13949,o-formyl_benzoic_acid,OC(=O)c1ccccc1C=O,97,8099,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,97,99,2
16098,Pyrazine,c1cnccn1,55,8904,http://msds.chem.ox.ac.uk/,academic website,3,53,55,2
1396,"2,4,6-trimethylbenzoic acid",Cc1cc(c(c(c1)C)C(=O)O)C,154,9779,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11831,Alfa Aesar,3,152,154,2
13967,3-acetamidophenol,Oc1cccc(NC(C)=O)c1,146,11626,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,146,148,2
733,"1,2,3,4-tetrahydrocarbazole",c1ccc2c(c1)c3c([nH]2)CCCC3,119,13075,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23657,Alfa Aesar,3,118,120,2
16102,Pyridine-2-thiol,Sc1ccccn1,129,2005897,http://msds.chem.ox.ac.uk/,academic website,3,127,129,2
15493,"4-Nitrobenzene-1,2-diamine",Nc1ccc(cc1N)[N+]([O-])=O,199,4286892,http://msds.chem.ox.ac.uk/,academic website,3,199,201,2
13408,o-aminophenol,Nc1ccccc1O,176,5596,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,4,174,176,2
15985,N-Butylbutan-1-amine,CCCCNCCCC,-60,7856,http://msds.chem.ox.ac.uk/,academic website,4,-62,-60,2
15678,Cyclododecane,C1CCCCCCCCCCC1,61,8911,http://msds.chem.ox.ac.uk/,academic website,4,59,61,2
13982,o-anisic_acid,COc1ccccc1C(=O)O,99,10892,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,4,99,101,2
13879,4-acetylbenzonitrile,O=C(C)c1ccc(C#N)cc1,58,66663,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,4,57,59,2
13697,4-aminobenzyl_cyanide,Nc1ccc(CC#N)cc1,45,69446,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,4,44,46,2
28107,Fenuron,CN(C)C(=O)NC1=CC=CC=C1,132,7279,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),5,132,134,2
15349,"3,4-Dichlorophenol",Oc1cc(Cl)c(Cl)cc1,67,6988,http://msds.chem.ox.ac.uk/,academic website,6,66,68,2
28052,Diphenylamine,C1=CC=C(C=C1)NC2=CC=CC=C2,53,11003,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),6,52,54,2
28432,Phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,176,4599,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),7,174,176,2
28515,Salicylamide,C1=CC=C(C(=C1)C(=O)N)O,142,4963,http://dx.doi.org/10.1016/j.chemosphere.2013.10.095,Abraham M.H. and Acree Jr. W.E. The solubility of liquid and solid compounds in dry octan-1-ol. Chemosphere (2013),8,140,142,2
27896,camphoric acid,O=C(O)C1CCC(C(=O)O)(C)C1(C)C,187,20198,http://chemspider.com/20198,EPISuite-ChemSpider,3,187,189.1,2.1
14843,(Trifluoromethyl)benzene,FC(F)(F)c1ccccc1,-27,7090,http://msds.chem.ox.ac.uk/,academic website,3,-29.1,-27,2.1
15850,Hexanoic acid,CCCCCC(=O)O,-3,8552,http://msds.chem.ox.ac.uk/,academic website,6,-4,-1.9,2.1
13605,1-nonene,CCCCCCCC=C,-81,29025,http://www.amazon.com/dp/B002IYRJWI,American Petroleum Institute. Research Project 44; Selected Values of Properties of Hydrocarbons and Related Compounds. Texas A & M University; College Station; TX; 1973.,3,-83.15,-81,2.15
7910,naphthalene-1-carboxamide,c1ccc2c(c1)cccc2C(=O)N,208,67788,http://www.alfa.com/en/GP100W.pgm?DSSTK=L08364,Alfa Aesar,2,205.8,208,2.2
15123,"2,2'-[Oxybis(ethane-2,1-diyloxy)]diethanol",OCCOCCOCCOCCO,-6,7908,http://msds.chem.ox.ac.uk/,academic website,4,-6.2,-4,2.2
8706,tropolone,c1ccc(c(=O)cc1)O,53,10333,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11299,Alfa Aesar,2,50.8,53,2.2
13516,dimethyl_oxalate,O=C(OC)C(=O)OC,52,10649,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,52,54.3,2.3
4993,4'-chloropropiophenone,CCC(=O)c1ccc(cc1)Cl,35,21278,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11633,Alfa Aesar,3,35,37.3,2.3
13769,4-isopropylphenol,CC(C)c1ccc(O)cc1,61,7185,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,5,60,62.3,2.3
15687,Cyclohexylbenzene,c1cc(ccc1)C2CCCCC2,5,12674,http://msds.chem.ox.ac.uk/,academic website,4,5,7.3,2.3
3542,"3,5-lutidine",Cc1cc(cnc1)C,-9,11077,http://www.alfa.com/en/GP100W.pgm?DSSTK=A14877,Alfa Aesar,2,-9,-6.6,2.4
15133,"2,2'-Methylenebis(3,4,6-trichlorophenol)",Clc2c(Cc1c(O)c(Cl)cc(Cl)c1Cl)c(O)c(Cl)cc2Cl,164,3472,http://msds.chem.ox.ac.uk/,academic website,2,164,166.5,2.5
6639,chlorotriphenylsilane,c1ccc(cc1)[Si](c2ccccc2)(c3ccccc3)Cl,94,6216,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13678,Alfa Aesar,2,91.5,94,2.5
8449,terephthaloyl chloride,c1cc(ccc1C(=O)Cl)C(=O)Cl,81,7207,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11224,Alfa Aesar,2,81,83.5,2.5
2056,2-aminopyrimidine,c1cnc(nc1)N,125,7690,http://www.alfa.com/en/GP100W.pgm?DSSTK=B24594,Alfa Aesar,2,125,127.5,2.5
3736,3-bromopropionic acid,C(CBr)C(=O)O,60,11066,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11573,Alfa Aesar,2,60,62.5,2.5
6775,diacetone acrylamide,CC(=O)CC(C)(C)NC(=O)C=C,55,16896,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15940,Alfa Aesar,2,55,57.5,2.5
6540,bis(2-nitrophenyl) disulfide,c1ccc(c(c1)[N+](=O)[O-])SSc2ccccc2[N+](=O)[O-],194,64024,http://www.alfa.com/en/GP100W.pgm?DSSTK=B25615,Alfa Aesar,2,194,196.5,2.5
8599,triacetoxy(methyl)silane,CC(=O)O[Si](C)(OC(=O)C)OC(=O)C,43,70319,http://www.alfa.com/en/GP100W.pgm?DSSTK=B23974,Alfa Aesar,2,40.5,43,2.5
1758,"2,6-dichloropyrazine",c1c(nc(cn1)Cl)Cl,54,70868,http://www.alfa.com/en/GP100W.pgm?DSSTK=A11175,Alfa Aesar,2,54,56.5,2.5
5715,5-aminoindane,c1cc2c(cc1N)CCC2,35,81705,http://www.alfa.com/en/GP100W.pgm?DSSTK=L02504,Alfa Aesar,2,35,37.5,2.5
7728,methyltriphenylsilane,C[Si](c1ccccc1)(c2ccccc2)c3ccccc3,67,455964,http://www.alfa.com/en/GP100W.pgm?DSSTK=L10995,Alfa Aesar,2,67,69.5,2.5
1639,"2,5-dimethoxyaniline",COc1ccc(c(c1)N)OC,80,13869661,http://www.alfa.com/en/GP100W.pgm?DSSTK=L05053,Alfa Aesar,2,80,82.5,2.5
14772,"(2,4-Dichlorophenoxy)acetic acid",Clc1cc(Cl)ccc1OCC(=O)O,138,1441,http://msds.chem.ox.ac.uk/,academic website,3,138,140.5,2.5
14010,"2,6-dimethoxyphenol",COc1cccc(OC)c1O,55,6774,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,54,56.5,2.5
15216,2-{(E)-[4-(Dimethylamino)phenyl]diazenyl}benzoic acid,CN(C)c2ccc(/N=N/c1ccccc1C(=O)O)cc2,180.5,9881,http://msds.chem.ox.ac.uk/,academic website,3,180.5,183,2.5
15466,"4-Hydroxy-3,5-dimethoxybenzoic acid",COc1cc(cc(OC)c1O)C(=O)O,205,10289,http://msds.chem.ox.ac.uk/,academic website,3,205,207.5,2.5
13959,o-nitrobenzaldehyde,O=[N+]([O-])c1ccccc1C=O,46,10630,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,43.5,46,2.5
15206,"2,6-Di-tert-butylphenol",CC(C)(C)c1cccc(c1O)C(C)(C)C,36.5,29135,http://msds.chem.ox.ac.uk/,academic website,3,36.5,39,2.5
13998,4-nitrobenzyl_alcohol,O=[N+]([O-])c1ccc(CO)cc1,94,62486,http://www.amazon.com/dp/B003XEQTLE,Aldrich Chemical Company; Aldrich Catalog-Handbook of Fine Chemicals; Milwaukee; WI; 1984.,3,94,96.5,2.5
3371,"3',5,7-trihydroxy-4'-methoxyflavanone",COc1ccc(cc1O)[C@@H]2CC(=O)c3c(cc(cc3O2)O)O,230,65234,http://www.alfa.com/en/GP100W.pgm?DSSTK=B20528,Alfa Aesar,3,227.5,230,2.5
15619,Biphenyl-2-amine,Nc2ccccc2c1ccccc1,51.5,6748,http://msds.chem.ox.ac.uk/,academic website,4,49,51.5,2.5
15858,Hydroxy(diphenyl)acetic acid,OC(C(=O)O)(c1ccccc1)c2ccccc2,151.5,6220,http://msds.chem.ox.ac.uk/,academic website,6,148.85,151.5,2.65
15240,2-Chlorophenol,Oc1ccccc1Cl,7,13837686,http://msds.chem.ox.ac.uk/,academic website,4,7,9.8,2.8
6755,decanonitrile,CCCCCCCCCC#N,-15,67360,http://www.alfa.com/en/GP100W.pgm?DSSTK=A18798,Alfa Aesar,3,-17.9,-15,2.9
5516,4-n-nonylphenol,CCCCCCCCCc1ccc(cc1)O,45,1688,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15609,Alfa Aesar,2,42,45,3
2440,2-chloroacetamide,C(C(=O)N)Cl,118,6332,http://www.alfa.com/en/GP100W.pgm?DSSTK=A15238,Alfa Aesar,2,118,121,3
7235,flavone,c1ccc(cc1)c2cc(=O)c3ccccc3o2,97,10230,http://www.alfa.com/en/GP100W.pgm?DSSTK=A13627,Alfa Aesar,2,97,100,3
5961,5-methoxyindole,COc1ccc2c(c1)cc[nH]2,54,13272,http://www.alfa.com/en/GP100W.pgm?DSSTK=B25290,Alfa Aesar,2,54,57,3
